"","imdb_title_id","title","year","genre","duration","country","language","director","actors","usa_gross_income","worldwide_gross_income","weighted_average_vote","total_votes","mean_vote","median_vote","allgenders_0age_avg_vote","allgenders_18age_avg_vote","allgenders_30age_avg_vote","allgenders_45age_avg_vote","males_allages_avg_vote","males_0age_avg_vote","males_18age_avg_vote","males_30age_avg_vote","males_45age_avg_vote","females_allages_avg_vote","females_0age_avg_vote","females_18age_avg_vote","females_30age_avg_vote","females_30age_votes","females_45age_avg_vote","top1000_voters_rating","us_voters_rating","non_us_voters_rating","movie_length"
"830","tt2967224","Fuga in tacchi a spillo",2015,"Action, Comedy, Crime",87,"USA","English, Spanish","Anne Fletcher","Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley, Robert Kazinsky, Richard T. Jones, Benny Nieves, Michael Ray Escamilla, Joaquín Cosio, John Carroll Lynch, Jim Gaffigan, Mike Birbiglia, Vincent Laresca, David Jensen, Evaluna Montaner",34580201,51380201,5.1,47616,5.4,5,4.6,5.4,5,5,4.9,3.9,5,4.8,4.9,5.7,5.5,5.9,5.5,5518,5.4,4.7,5,5.1,"short"
"831","tt2980592","The Guest",2014,"Action, Crime, Drama",100,"USA, UK","English","Adam Wingard","Dan Stevens, Maika Monroe, Brendan Meyer, Sheila Kelley, Leland Orser, Lance Reddick, Tabatha Shaun, Chase Williamson, Joel David Moore, Steven John Brown, Brenden Wedner, Alex Knight, Ethan Embry, Nancy Jeris, Matthew Page",332890,2700051,6.7,88843,6.7,7,6.4,6.9,6.6,6.3,6.7,6.5,7,6.7,6.3,6.4,8,6.6,6.4,5602,6.4,6.6,7,6.6,"medium"
"832","tt2989660","Crimes of the Mind",2014,"Biography, Crime, Thriller",84,"Canada, USA","English","John Murlowski","Christina Cox, Paula Trickey, Tina Ivlev, Trevor Bryant Clark, Albert Colunga, Matt Corboy, Heidi Fielek, Mandy Levin, Eric Scott Woods, Greer Bishop, Molly Dickerson, Rebekah Kennedy, Danielle Lewis, Steve Crest, Adalgiza Chermont",NA,NA,5.3,221,5.8,6,NA,5.1,4.9,5.5,4.9,NA,4.2,4.7,5.1,5.7,NA,5.6,5.2,35,6.1,5.2,5.9,5,"short"
"833","tt2991516","13/13/13",2013,"Horror",86,"USA","English","James Cullen Bressack","Trae Ireland, Erin Coker, Jody Barton, Nihilist Gelo, Bill Voorhees, Tiffany Martinez, Jared Cohn, Calico Cooper, Micah Fitzgerald, Ian Roberts, Darren Reul, Benjamin Norris, Gregory DePetro, John Andrew Vaas, JD Fairman",NA,NA,3.3,1566,4.2,3,NA,2.8,2.9,2.9,2.9,NA,2.9,3,2.8,2.8,NA,2.5,2.9,175,3.1,2.6,3.2,2.9,"short"
"834","tt2991532","The Bell Witch Haunting",2013,"Biography, Horror",91,"USA","English","Glenn Miller","Marissa Lynne Johnson, Laura Alexandra Ramos",NA,NA,3.6,1613,3.8,3,NA,3.8,3.6,3.7,3.6,NA,3.7,3.7,3.6,3.8,NA,3.9,3.5,223,4.3,3.3,3.8,3.5,"medium"
"835","tt2992096","Bigfoot Wars",2014,"Sci-Fi",75,"USA","English","Brian T. Jaynes","Larry Jack Dotson, Audrey Ellis Fox, Holt Boggs, Jesse Ferraro, Taylor Weaver, Elyse Bigler, Thom Hallum, Chandler Elise Allen, Skyy Moore, Carl Savering, Chae Balistreri, Marissa Joy Davis, Avi Lake, Jackey Hall, Cassandra L. Small",NA,NA,3.1,222,3.4,3,NA,2.8,2.9,3.3,3,NA,2.8,3,3.1,4,NA,3,3,9,5.9,3.5,3.2,3,"short"
"836","tt2994948","Deep in the Darkness",2014,"Horror, Thriller",100,"USA","English","Colin Theys","Dean Stockwell, Sean Patrick Thomas, Blanche Baker, Kristen Bush, Anthony Del Negro, Steven A. Miller, Christina Costello, Dina Cataldi, Yanina Hope, Cara Loften, Jerry Dwyer Jr., Azumi Tsutsui, Jacqui Denski, Ron Komora, Eva Marie Wasko",NA,NA,4.7,2513,4.9,5,NA,4.7,4.6,4.8,4.5,NA,4.5,4.5,4.6,5,NA,5.1,4.7,262,5.4,4.8,4.8,4.5,"medium"
"837","tt3003470","Christmas for a Dollar",2013,"Drama, Family",101,"USA","English","John Lyde","Brian Krause, Nancy Stafford, Danielle C. Ryan, Heather Beers, James Gaisford, Jacob Buster, Ruby Jones, Ethan Hunt, Melanie Stone, Liam Buie, Grace Hallows, Skyler M. Day, Bruce Newbold, Dalek Atkinson, Ron Brough",NA,NA,7,381,7.3,8,NA,5.9,7,7.2,7,NA,4.5,7.2,7.2,7,NA,6.9,6.6,39,7.3,5.5,7.1,6.6,"medium"
"838","tt3006826","Scoot poliziotto a 4 zampe 2",2014,"Adventure, Family",90,"USA","English","Stephen Shimek","Luke Perry, Brooke Langton, Ariana Bagley, Bob Clendenin, Renny Grames, Adam Johnson, Kalvin Stinger, Lillian Hepler, Jaden Kenny, Braxton Hew-Len, Aaliyah Rose, Chloe Richmond, Camrey Bagley Fox, Terence Goodman, Sarah Kent",NA,NA,5.1,143,5.7,6,NA,5.3,4.9,4.9,4.8,NA,5.1,4.4,5,6,NA,6.2,6.1,15,5.2,3.9,5,4.9,"medium"
"839","tt3007132","Daylight's End",2016,"Action, Fantasy, Horror",105,"USA","English","William Kaufman","Johnny Strong, Lance Henriksen, Louis Mandylor, Hakeem Kae-Kazim, Krzysztof Soszynski, Chris Kerson, Chelsea Edmundson, Gary Cairns, Mark Hanson, Heather Kafka, Sonny Puzikas, Farah White, Ed Spila, Matt Beckham, Susana Gibb",NA,11257,5.4,4853,5.7,6,7.1,5.4,5.3,5.5,5.4,8.8,5.5,5.4,5.5,5.2,7,4.7,5.1,187,5.5,5,5.5,5.3,"medium"
"840","tt3014454","Hunter",2015,"Action, Drama",83,"USA","English","Gregory Hatanaka","Ron Becks, Kristine DeBell, George Lazenby, Magda Marcella, Megan Cordero, Laurene Landon, Salih Mayi, Robert Janek, Stephanie Roede, Bill Black, Melissa Cabral, Naoyuki Ikeda, Zoltan Kovacs, Destini Meshack, Martin Harris",NA,NA,7.3,474,7.9,8,NA,4.9,7.8,6.4,6.9,NA,6,7.5,5.4,8,NA,4.3,8.2,121,8.4,7.5,7.9,6,"short"
"841","tt3016748","Jacob's Ladder",2019,"Drama, Horror, Mystery",89,"USA","English","David M. Rosenthal","Michael Ealy, Jesse Williams, Nicole Beharie, Guy Burnet, Joseph Sikora, Karla Souza, Ritchie Coster, Jon Eyez, Desmond Phillips, Theresa O'Shea, Brooke Jaye Taylor, Kevin L. Johnson, Jim Palmer, Myke Schwartz, Mark Scarboro",NA,NA,3.5,2300,3.8,3,3.7,2.9,3.5,3.7,3.3,3,2.6,3.3,3.5,4.5,5,4.4,4.4,147,4.5,3.8,3.8,3.1,"short"
"842","tt3026144","L'urlo e il furore",2014,"Drama",101,"USA","English","James Franco","James Franco, Tim Blake Nelson, Scott Haze, Loretta Devine, Ahna O'Reilly, Joey King, Jacob Loeb, Janet Jones, Dwight Henry, Logan Marshall-Green, Jim Parrack, Kylen Davis, Brady Permenter, Stella Allen, Cody Farr",NA,NA,4.8,849,5.2,5,NA,5.8,4.7,4.6,4.7,NA,5.6,4.5,4.6,5.2,NA,6.2,5.1,74,4.5,4.3,4.5,5.1,"medium"
"843","tt3027188","Find Me",2014,"Horror, Mystery, Thriller",85,"USA","English","Andy Palmer","Cameron Bender, Kathryn Lyn, Rachelle Dimaria, Carlos Alazraqui, Roniit Alkayam, Bobby Silva",NA,NA,4.5,945,5,5,NA,4.5,4.5,4.8,4.5,NA,4.3,4.5,4.7,4.8,NA,4.7,4.6,149,5.2,3.3,5.3,4.2,"short"
"844","tt3027716","Crossing Point - I signori della droga",2016,"Action, Thriller",92,"USA, Mexico","English","Daniel Zirilli","Shawn Lock, Paulina Gaitan, Tom Sizemore, Jacob Vargas, María Gabriela de Faría, Rudy Youngblood, Luke Goss, Burton Perez, Damon Whitaker, Amador Granados, Enrique Groven, Sebastian Lopez Hinton, Vicente Huezo, Bryan McGowan, Minerva Velazco",NA,NA,5.1,804,5.5,5,NA,5,4.9,5.5,5.1,NA,5.1,4.9,5.5,5.1,NA,1,5.1,19,5.2,4.2,5.1,5.1,"medium"
"845","tt3036676","Beyond Justice",2014,"Crime, Thriller",86,"USA","English","Timothy Woodward Jr.","Vinnie Jones, Mischa Barton, Timothy Woodward Jr., Danny Trejo, Luke Goss, Erin Marie Hogan, Said Faraj, Basil Hoffman, Jerry G. Angelo, Sammy Durrani, Isaac C. Singleton Jr., Matt Cinquanta, Zach Touchon, Donald Martin, Geoff Browne",NA,NA,3.4,650,4,3,NA,4.1,3.2,3.5,3.3,NA,4.1,3.1,3.5,3.7,NA,4,3.3,25,4.3,3.4,3.5,3.3,"short"
"846","tt3040216","All Mistakes Buried",2015,"Drama, Thriller",84,"USA","English","Tim McCann","Vanessa Ferlito, Sam Trammell, Missy Yager, Nick Loeb, Maria Maestas McCann, Carl Palmer, Shane Guilbeau, Sueann Han, Anna Medley, Jeff Rollins, Dan Forest, Mecah Foss, Jerry Havens, Karli Pidgeon, Nate James",NA,NA,4.9,352,6.7,7,NA,5.5,4.6,4.9,4.7,NA,5.4,4.2,5,5.5,NA,6.8,5.6,20,5,4.4,5,4.7,"short"
"847","tt3040224","Smothered",2016,"Comedy, Horror",96,"USA","English","John Schneider","Kane Hodder, R.A. Mihailoff, Bill Moseley, Dane Rhodes, Shanna Forrestall, Malcolm Danare, Don Shanks, Rachel Alana Handler, Amy Brassette, Brea Grant, Ritchie Montgomery, Wayne Pére, John Kassir, Andrew Bowen, Michael Berryman",NA,NA,3.7,354,3.9,3,NA,4.2,4,4,3.9,NA,4.2,4,4,4,NA,4,3.6,16,4.2,4.1,4.6,3.6,"medium"
"848","tt3044702","The Adventures of RoboRex",2014,"Family, Sci-Fi",87,"USA","English","Stephen Shimek","Ben Browder, Kalvin Stinger, Ethan Phillips, Maggie Scott, Rocky Myers, Christopher Buster, Gunnar J. Russell, Coleson Holman, Siaki Sii, Blake Webb, Clinton Coltrin, Casey Scott, Kendra Hitchcock, Adam Johnson, Amannda Ashby",NA,NA,5.1,225,5.5,5,NA,4.8,4.9,5.1,5,NA,4.7,4.6,5.3,5.6,NA,4.9,6.3,17,5.3,3.9,5.2,4.8,"short"
"849","tt3072668","Unlucky Charms",2013,"Fantasy, Horror",71,"USA","English","Charles Band","Tiffany Thornton, Seth Peterson, Charlie O'Connell, Nathan Phillips, Nikki Leigh, Alex Rose Wiesel, Masuimi Max, Peter Donald Badalamenti II, Ben Woolf, Chris MacDonnell, Katrina Kemp, Anna Sophia Berglund, Jeryl Prescott, Sophia Beetz, Bianca Figueroa",NA,NA,4,303,4.6,4,NA,4.2,3.9,4,3.9,NA,3.9,3.9,4.1,4.4,NA,7,4.2,10,4.2,3.8,4.1,4,"short"
"850","tt3079568","Minutes to Midnight",2018,"Action, Horror",91,"USA","English","Christopher Ray","William Baldwin, Richard Grieco, Bill Moseley, Viva Bianca, Christopher Judge, John Hennigan, Dominique Swain, Mercy Malick, Bryce Draper, Sara Fletcher, Aaron Aguilera, Phillip Andre Botello, Heather Paige Cohn, Jared Cohn, Tiffany Cole",NA,NA,3.4,268,4.1,3,NA,2.7,3.7,3.4,3.5,NA,3.1,3.8,3.3,2.9,NA,2.3,2.7,6,4.2,2.9,4.1,3.3,"medium"
"851","tt3082898","Kickboxer - La vendetta del guerriero",2016,"Action, Crime, Drama",90,"USA","English","John Stockwell","Alain Moussi, Georges St-Pierre, T.J. Storm, Matthew Ziff, Sam Medina, Dave Bautista, Sue-Lynn, Darren Shahlavi, Gina Carano, Hawn Tran, Sara Malakul Lane, Tanapol Chuksrida, Daneya Mayid, Joshua Tran, Jean-Claude Van Damme",NA,287779,4.9,10178,5.2,5,NA,5.1,4.8,4.8,4.8,NA,5.1,4.8,4.8,5,NA,5.2,5,184,4.8,4.6,5.1,4.7,"medium"
"852","tt3096810","Camp Blood First Slaughter",2014,"Horror, Thriller",72,"USA","English","Mark Polonia","Kelsey Kaufmann, Houston Baker, Joshua Pollitt, Sarah Ryan, Ashley Wray, Cindy Wheeler, Steve Diasparra, Ken Van Sant, Kirstie Sweeney, Joseph Izzo, McKenzi David, Eudene Parson, Jeff Kirkendall, James Carolus, Chris Jones",NA,NA,2.5,179,3.2,2,NA,2.5,2.4,2.7,2.5,NA,2.3,2.5,2.6,2.6,NA,3.4,1.3,6,3,2.6,2.4,2.7,"short"
"853","tt3099498","Tusk",2014,"Comedy, Drama, Horror",102,"Canada, USA","English","Kevin Smith","Michael Parks, Justin Long, Genesis Rodriguez, Haley Joel Osment, Johnny Depp, Harley Morenstein, Ralph Garman, Jennifer Schwalbach Smith, Harley Quinn Smith, Lily-Rose Depp, Ashley Greene, Douglas Banks, Matthew Shively",1826705,1882074,5.3,45366,5.4,6,4.5,5.4,5.4,5.1,5.4,3.9,5.4,5.4,5.1,5.1,6.5,5,5.1,3107,5.2,5.1,5.5,5.3,"medium"
"854","tt3100678","House of Manson",2014,"Crime, Drama, Thriller",98,"USA","","Brandon Slagle","Ryan Kiser, Devanny Pinn, Reid Warner, Chriss Anglin, Serena Lorien, Erin Marie Hogan, Julie Rose, Mel Turner, Suzi Lorraine, Tristan Risk, Adrian Quihuis, Stavro Bendery, Britt Griffith, Max Wasa, Dillon Paigen",NA,NA,4.9,988,5.5,6,NA,5,5.1,4.5,4.7,NA,4.6,5,4.4,5.3,NA,5.7,5.4,180,4.8,4.9,5.3,4.8,"medium"
"855","tt3104930","Il sangue di Cristo",2014,"Comedy, Romance, Thriller",123,"USA","English","Spike Lee","Stephen Tyrone Williams, Zaraah Abrahams, Rami Malek, Elvis Nolasco, Thomas Jefferson Byrd, Joie Lee, Felicia Pearson, Jeni Perillo, Katherine Borowitz, Donna Dixon, Chiz Schultz, Lauren Macklin, Steven Hauck, Stephen McKinley Henderson, Rafael Osorio",NA,NA,4.2,1449,4.5,4,3.7,4.8,4.2,3.8,4.2,3.5,4.9,4.2,3.8,4.3,4,5.1,4.2,73,4,4.4,4.2,4.2,"long"
"856","tt3104988","Crazy & Rich",2018,"Comedy, Drama, Romance",120,"USA","English, Mandarin, Cantonese, Hokkien, French, Malay","Jon M. Chu","Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Lisa Lu, Awkwafina, Harry Shum Jr., Ken Jeong, Sonoya Mizuno, Chris Pang, Jimmy O. Yang, Ronny Chieng, Remy Hii, Nico Santos, Jing Lusi",174532921,238538736,6.9,133010,7,7,7,7,6.7,6.8,6.7,6.6,6.9,6.6,6.7,7.2,7.3,7.3,7,12035,7.2,6.3,7.1,6.7,"medium"
"857","tt3110958","Now You See Me 2",2016,"Action, Adventure, Comedy",129,"France, USA","English, Mandarin, Cantonese","Jon M. Chu","Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco, Daniel Radcliffe, Lizzy Caplan, Jay Chou, Sanaa Lathan, Michael Caine, Morgan Freeman, David Warshofsky, Tsai Chin, William Henderson, Richard Laing, Henry Lloyd-Hughes",65075540,334897606,6.5,240792,6.6,7,6.9,6.7,6.3,6.2,6.3,6.6,6.6,6.2,6.1,6.8,7.4,7,6.6,13324,6.6,5.9,6.3,6.3,"long"
"858","tt3117746","The Snow Queen",2013,"Action, Adventure, Fantasy",90,"USA","English","Rene Perez","Nadia Lanfranconi, Iren Levy, Aurelia Scheppers, David Reinprecht, Robert Amstler, Jenny Allford, John J. Welsh, Robert S. Dixon, Ian Dalziel, Haref Topete, Michael Flanagan",NA,NA,2.4,191,3.2,2,NA,2.2,2.6,2.5,2.5,NA,1.9,2.6,2.6,2.6,NA,2.6,3,12,4.2,2.6,2.7,2.5,"medium"
"859","tt3121200","Breakdown Lane",2017,"Drama, Horror",76,"Canada","English","Robert Conway","Whitney Moore, Kevin Tye, Clint James, Shane Dean, Dan Higgins, Owen Conway, William 'Bill' Connor, Monica Engesser, Nicole Zylstra, Liz Manning, Santiago Craig, Carrie Fee, Patrick Lick, Gianna Frangella, Rob S. Gray",NA,NA,2.7,363,3,2,NA,2.2,2.7,3,2.7,NA,2.3,2.7,2.9,3.1,NA,4,2.6,10,3.6,2.8,3,2.6,"short"
"860","tt3122422","Out to Kill",2014,"Drama, Mystery",83,"USA","English, Italian, Spanish","Rob Williams","Tom Goss, Rob Moretti, Scott Sell, Christopher Patrino, Mark Strano, Lee Williams, Nicolas Burgos, Christopher Cutillo, Jeffrey Klein, Aaron Quick Nelson, Joey Panek, Michael Kenneth Fahr, Karleigh Chase, Mark Manning, Kathi Brown",NA,NA,4.3,189,4.6,4,NA,3.6,4.1,4.4,4.3,NA,3.5,4,4.5,4,NA,5,4.2,10,3.5,3,4.5,3.8,"short"
"861","tt3130082","Le avventure di Mickey Matson - Il codice dei pirati",2015,"Family",91,"USA","English","Harold Cronk","Christopher Lloyd, Tia Carrere, Frank Collison, Kenton Duty, Patrika Darbo, Savannah Jayde, Peter Adrian Sudarso, Derek Brandon, Francesca Derosa, Ric Sarabia, Ralph Lister, Jack Nathan Harding, Tim Holmes, Frank Drank, Evan Koons",NA,NA,4.5,213,5.3,5,NA,5.4,4,4.6,4.4,NA,5.1,4.1,4.5,5.1,NA,5.9,3.4,7,7.2,3.2,4.2,4.6,"medium"
"862","tt3138104","Hungover Games - Giochi mortali",2014,"Comedy",85,"USA","English","Josh Stolberg","Ross Nathan, Sam Pancake, Ben Begley, Herbert Russell, John Livingston, Damien Bray, Tara Reid, Jamie Kennedy, Chanel Gaines, Carolyn Ratteray, Hank Baskett, Caitlyn Jenner, Steve Sobel, Mark Harley, Martin Klebba",NA,NA,3.6,11456,3.9,4,3.2,3.6,3.6,3.7,3.6,3.1,3.6,3.6,3.7,3.4,4,3.4,3.3,567,3.7,3.3,3.8,3.5,"short"
"863","tt3155328","Tutto o Niente",2017,"Comedy",88,"USA","English","Joe Swanberg","Jake Johnson, Rony Shemon, Morgan Ng, Edward Kaihatsu, Adrian Jasso, José Antonio García, Joe Lo Truglio, Kris Rey, Jude Swanberg, Nicky Excitement, Arthur Agee, Steve Berg, Cliff Chamberlain, Keegan-Michael Key, Aislinn Derbez",NA,NA,6.2,7892,6.2,6,6.3,6.4,6.2,5.7,6.2,6.5,6.5,6.2,5.7,5.9,6,6.1,5.8,332,5.8,5.3,6.4,6.1,"short"
"864","tt3155734","Dark Moon Rising",2015,"Fantasy",124,"USA","English","Justin Price","Anastasia Antonia, Eric Roberts, Khu, Billy Blanks, Justin Price, Cameron White, Lisa May, Matthew Simmons, Timea Saghy, Jared Allman, Emily Bedford, Deanna Grace Congo, Michele Gourdine, Sasha Higgins, Katie Lee Mayo",NA,NA,3.6,4435,6.1,8,10,3.3,4.5,2.2,3.4,NA,2.8,4.2,2,5.2,10,4.9,5.9,318,3.8,3.5,5.9,2.5,"long"
"865","tt3174376","Somnia",2016,"Drama, Fantasy, Horror",97,"USA","English","Mike Flanagan","Kate Bosworth, Thomas Jane, Jacob Tremblay, Annabeth Gish, Topher Bousquet, Dash Mihok, Jay Karnes, Lance E. Nichols, Antonio Evan Romero, Kyla Deaver, Hunter Wenzel, Scottie Thompson, Jason Alan Smith, Michael Polish, Brett Murray",NA,3965086,6.2,37763,6.3,6,5.9,6.3,6.1,6.1,6.1,5.4,6.2,6.1,6.1,6.4,6.7,6.4,6.3,3572,6.4,5.6,6.3,6.1,"medium"
"866","tt3179402","Moschettieri a 4 zampe",2014,"Family",88,"USA","English","Jesse Baget","Dean Cain, Richard Riehle, Bill Oberst Jr., Danielle Judovits, Rodney Kageyama, Anthony Fanelli, William V. Crouch, Andrea Monier, Kathy Gardiner, Jesse Baget, Benji Kleiman, Sabrina Gomez, Rosie Zwaduk, John Peate, Kyle Lane",NA,NA,3.1,254,3.9,3,NA,3.5,3,3.2,2.9,NA,3.2,2.8,3,4,NA,4.1,4,23,3.9,4.5,4.1,2.7,"short"
"867","tt3179568","Men, Women & Children",2014,"Comedy, Drama",119,"USA","English","Jason Reitman","Adam Sandler, Jennifer Garner, Rosemarie DeWitt, Judy Greer, Dean Norris, Emma Thompson, Timothée Chalamet, Olivia Crocicchia, Kaitlyn Dever, Ansel Elgort, Katherine Hughes, Elena Kampouris, Will Peltz, Travis Tope, David Denman",705908,1705908,6.7,29955,6.8,7,5.7,6.8,6.6,6.6,6.6,5.2,6.7,6.6,6.6,6.8,6,6.8,6.7,3205,6.7,5.7,6.4,6.7,"medium"
"868","tt3187378","The Asian Connection",2016,"Action, Crime, Drama",90,"Thailand, USA","English","Daniel Zirilli","Pim Bubear, John Edward Lee, Steven Seagal, Michael Jai White, Byron Gibson, Sahajak Boonthanakit, Byron Bishop, Darunee Srimueng, Dean Alexandrou, Ron Smoorenburg, Chairat Ueasalung, David Gray, Natalie Lorence, Nick Khan, Chidchai Bunga",NA,34735,3.2,1459,3.6,3,NA,3.2,3.2,3.4,3.3,NA,3.2,3.2,3.5,2.9,NA,2.3,2.8,22,2.7,3.7,3.4,3.2,"medium"
"869","tt3195238","Dead Don't Die in Dallas",2019,"Action, Comedy, Horror",91,"USA","English","Israel Luna","Willam Belli, Erin Marie Garrett, Tom Zembrod, Krystal Summers, KayDee Carr, Gerald Crum, Richard D. Curtin, Chaselyn Wade, Ty Tornes, Allyn Carrell, Adam Kitchen, Kenny Ochoa, Dillon Vineyard, Angel Martinez, Curt Wheeler",NA,NA,4.4,115,4.8,5,5,6.2,4.4,4.5,4.7,6,6.5,5,4.5,3.8,4,7.5,2.3,7,5,5.2,4.2,5.4,"medium"
"870","tt3210602","Qualcosa di magico",2013,"Comedy, Family",88,"USA","English","Fred Olen Ray","Melissa Sagemiller, Brad Rowe, Tom Arnold, Marliss Amiea, Eddie Deezen, Michael Gaglio, Christian Gehring, Laura Gordon, Ed Halligan, Dylan Hobbs, Martin Klebba, Danny Lacy, Caitlyn Leone, Michael Leone, Tracy Mulholland",NA,NA,5.3,503,5.4,5,NA,5.3,5,5.5,5,NA,4.6,5,5.2,5.4,NA,5.7,5,75,5.8,5.5,5.3,5.1,"short"
"871","tt3216846","Devilish Charm",2014,"Thriller",78,"USA","English","David DeCoteau","Courtney Blythe Turk, Ryan Walker, R.J. Cantu, Jessica Morris, Helene Udy, Nikki BreAnne Wells, Kayla Radomski, Morgan Dixon, Layla Zova, Aaron Ryan, Lisa London, Jake Mateo, Megan Myrehn, Jason-Shane Scott, Kyle Morris",NA,NA,3.4,120,3.9,3,NA,3.5,2.9,4,3.4,NA,3.1,2.9,3.9,4.5,NA,4.3,4.3,3,7,2.6,3.7,3.2,"short"
"872","tt3233418","Spare Parts",2015,"Drama",114,"USA, Mexico","English, Spanish","Sean McNamara","George Lopez, Marisa Tomei, Jamie Lee Curtis, Carlos PenaVega, José Julián, David Del Rio, Oscar Javier Gutierrez II, Alessandra Rosaldo, J.R. Villarreal, Aubrey K. Miller, Kevin Wiggins, Alexa PenaVega, J.P. Murrieta, Nicole Brady, Edward McGinty",3618912,3701281,7.3,10306,7.5,8,6.3,7.5,7.2,7.2,7.2,6.4,7.5,7.1,7.1,7.5,6,7.7,7.3,653,7.5,5.7,7.3,7.2,"medium"
"873","tt3234078","Gingerdead Man vs. Evil Bong",2013,"Comedy, Horror",80,"USA","English","Charles Band","John Patrick Jordan, Robin Sydney, Sonny Carl Davis, Peter Donald Badalamenti II, Amy Paffrath, Chance A. Rearden, Ryan Curry, Victoria Levine, Timothy A. Bennett, Tian Wang, Jinhee Joung, Joss Glennie-Smith, Orson Chaplin, Megan Phillipy, Masuimi Max",NA,NA,3.8,540,4.7,4,5,4,3.7,3.7,3.7,5.5,4,3.7,3.8,3.4,NA,3.9,3.3,19,2.8,4,4,3.5,"short"
"874","tt3253232","The Bounce Back",2016,"Comedy, Romance",104,"USA","English","Youssef Delara","Shemar Moore, Nadine Velazquez, Bill Bellamy, Nadja Alaya, Denise Boutte, Robinne Lee, Megan Stevenson, Kali Hawk, Marta Cross, Sheryl Underwood, Michael Beach, Annie Sertich, Bonnie Hellman, Nick Triplett, Nishi Munshi",321910,421404,5.1,572,5.5,6,NA,5.3,5,5.2,4.9,NA,5.8,4.7,5,5.4,NA,5,5.5,77,5.6,4.1,5.2,4.9,"medium"
"875","tt3263904","Sully",2016,"Biography, Drama",96,"USA","English","Clint Eastwood","Tom Hanks, Aaron Eckhart, Valerie Mahaffey, Delphi Harrington, Mike O'Malley, Jamey Sheridan, Anna Gunn, Holt McCallany, Ahmed Lucan, Laura Linney, Laura Lundy, Onira Tares, Gary Weeks, Katie Couric, Jeff Kober",125070033,240797623,7.4,229971,7.6,8,7.4,7.5,7.4,7.5,7.4,7.3,7.5,7.4,7.4,7.6,7.6,7.6,7.5,12473,7.7,7.2,7.5,7.4,"medium"
"876","tt3289728","Equals",2015,"Drama, Romance, Sci-Fi",101,"USA, Indonesia","English","Drake Doremus","Nicholas Hoult, Vernetta Lopez, Scott Lawrence, Kate Lyn Sheil, Kristen Stewart, Rebecca Hazlewood, Yu Hwan Park, Bel Powley, David Selby, Aurora Perrineau, Nathan Parker, Jessica Lois, Seth Adams, Dennis Shin, Guy Pearce",33258,2084628,6.1,26855,6.3,6,5.2,6.3,6,5.9,5.9,5.8,6.2,5.8,5.9,6.3,5.3,6.4,6.3,3412,6.3,5.1,6.1,6,"medium"
"877","tt3289804","The Beautiful Ones",2017,"Crime, Drama, Mystery",94,"USA","English","Jesse V. Johnson","Ross McCall, Brian Tee, Fernanda Andrade, Julie Warner, Ed Lauter, Eric Roberts, Mo Anouti, Nina Bergman, Faouzi Brahimi, Violet Boudicca Johnson, Dennis Keiffer, Joshua Lang, Jason Miller, Peter O'Meara, Anthony V. Pugliese III",NA,NA,4.2,137,5.1,5,NA,4.3,4.2,4.3,4.3,NA,4.1,4.2,4.4,4.1,NA,7.5,9,2,5.3,4,4.9,4.1,"medium"
"878","tt3291632","After School Special",2017,"Adventure, Comedy, Crime",78,"USA","English","Jared Cohn","Richard Switzer, Ryan King Persaud, Kayden Kross, David Gere, Jason London, Eric Roberts, Ron Jeremy, Jackie Moore, Steve Hanks, Tammy Klein, Matthew Kaye, George Saunders, Willow Hale, David Seth Cohen, Jason Lockhart",NA,NA,2.3,215,3.2,2,NA,2.1,2,2.6,2.2,NA,1.9,2.1,2.6,2.3,NA,3.1,1.2,5,5.5,2,2.6,2.2,"short"
"879","tt3294664","Cassidy Way",2016,"Thriller",95,"USA","","Harvey Lowry","Sydney Sweeney, Randy Wayne, Stan Shaw, René Ashton, Christopher Rich, Lisa Long, Stelio Savante, Michael Nardelli, Nikki Moore, Thyme Lewis, Sean H. Scully, David Jones-Roberts, Sarah Phillips, Devin Reeve, Tank Jones",NA,NA,3.8,195,4.3,4,NA,3.1,3.8,3.9,3.7,NA,2.9,3.9,3.7,3.9,NA,3.3,3.6,17,4.8,3.8,4.1,3.6,"medium"
"880","tt3294732","Director's Cut",2016,"Comedy, Crime, Horror",90,"USA","English","Adam Rifkin","Missi Pyle, Penn Jillette, Harry Hamlin, Hayes MacArthur, Lin Shaye, Gilbert Gottfried, Adam Rifkin, Marshall Bell, Nestor Carbonell, Teller, Dave Anthony, Bree Olson, Cokey Falkow, Bridey Elliott, D. Brett Schramm",NA,NA,6.2,461,6.4,7,1,6.9,6.3,5.6,6.3,NA,7.1,6.2,5.7,5.6,1,5,6.7,16,4.7,5.3,6.2,6.1,"medium"
